ref_date,indicator,year,value
2023-08-25,Selic,2024,9.0
2023-08-25,Selic,2025,8.5
2023-08-25,Selic,2026,8.5
2023-08-25,IGP-M,2023,-3.44
2023-08-25,IGP-M,2024,4.0
2023-08-25,IGP-M,2025,4.0
2023-08-25,IGP-M,2026,4.0
2023-08-25,IPCA Administrados,2023,9.97
2023-08-25,IPCA Administrados,2024,4.27
2023-08-25,IPCA Administrados,2025,3.78
2023-08-25,IPCA Administrados,2026,3.5
2023-08-25,Conta Corrente,2023,-43.0
2023-08-25,Conta Corrente,2024,-50.0
2023-08-25,Conta Corrente,2025,-50.1
2023-08-25,Conta Corrente,2026,-51.0
2023-08-25,Balança Comercial,2023,70.9
2023-08-25,Balança Comercial,2024,60.0
2023-08-25,Balança Comercial,2025,59.3
2023-08-25,Balança Comercial,2026,57.0
2023-08-25,Investimento Direto,2023,80.0
2023-08-25,Investimento Direto,2024,80.0
2023-08-25,Investimento Direto,2025,83.4
2023-08-25,Investimento Direto,2026,80.0
2023-08-25,Dívida Líquida,2023,60.6
2023-08-25,Dívida Líquida,2024,63.95
2023-08-25,Dívida Líquida,2025,66.0
2023-08-25,Dívida Líquida,2026,68.0
2023-08-25,Resultado Primário,2023,-1.0
2023-08-25,Resultado Primário,2024,-0.75
2023-08-25,Resultado Primário,2025,-0.6
2023-08-25,Resultado Primário,2026,-0.4
2023-08-25,Resultado Nominal,2023,-7.4
2023-08-25,Resultado Nominal,2024,-6.9
2023-08-25,Resultado Nominal,2025,-6.45
2023-08-25,Resultado Nominal,2026,-6.0
2023-09-01,IPCA,2023,4.92
2023-09-01,IPCA,2024,3.88
2023-09-01,IPCA,2025,3.5
2023-09-01,IPCA,2026,3.5
2023-09-01,PIB,2023,2.56
2023-09-01,PIB,2024,1.32
2023-09-01,PIB,2025,1.9
2023-09-01,PIB,2026,2.0
2023-09-01,Câmbio,2023,4.98
2023-09-01,Câmbio,2024,5.0
2023-09-01,Câmbio,2025,5.1
2023-09-01,Câmbio,2026,5.17
2023-09-01,Selic,2023,11.75
2023-09-01,Selic,2024,9.0
2023-09-01,Selic,2025,8.5
2023-09-01,Selic,2026,8.5
2023-09-01,IGP-M,2023,-3.56
2023-09-01,IGP-M,2024,4.0
2023-09-01,IGP-M,2025,4.0
2023-09-01,IGP-M,2026,4.0
2023-09-01,IPCA Administrados,2023,10.02
2023-09-01,IPCA Administrados,2024,4.28
2023-09-01,IPCA Administrados,2025,3.81
2023-09-01,IPCA Administrados,2026,3.5
2023-09-01,Conta Corrente,2023,-43.0
2023-09-01,Conta Corrente,2024,-50.2
2023-09-01,Conta Corrente,2025,-50.0
2023-09-01,Conta Corrente,2026,-50.0
2023-09-01,Balança Comercial,2023,72.35
2023-09-01,Balança Comercial,2024,60.0
2023-09-01,Balança Comercial,2025,59.59
2023-09-01,Balança Comercial,2026,58.0
2023-09-01,Investimento Direto,2023,80.0
2023-09-01,Investimento Direto,2024,80.0
2023-09-01,Investimento Direto,2025,81.8
2023-09-01,Investimento Direto,2026,80.0
2023-09-01,Dívida Líquida,2023,60.45
2023-09-01,Dívida Líquida,2024,63.95
2023-09-01,Dívida Líquida,2025,66.0
2023-09-01,Dívida Líquida,2026,68.0
2023-09-01,Resultado Primário,2023,-1.0
2023-09-01,Resultado Primário,2024,-0.71
2023-09-01,Resultado Primário,2025,-0.55
2023-09-01,Resultado Primário,2026,-0.3
2023-09-01,Resultado Nominal,2023,-7.45
2023-09-01,Resultado Nominal,2024,-6.8
2023-09-01,Resultado Nominal,2025,-6.3
2023-09-01,Resultado Nominal,2026,-5.99
2023-09-08,IPCA,2023,4.93
2023-09-08,IPCA,2024,3.89
2023-09-08,IPCA,2025,3.5
2023-09-08,IPCA,2026,3.5
2023-09-08,PIB,2023,2.64
2023-09-08,PIB,2024,1.47
2023-09-08,PIB,2025,2.0
2023-09-08,PIB,2026,2.0
2023-09-08,Câmbio,2023,5.0
2023-09-08,Câmbio,2024,5.02
2023-09-08,Câmbio,2025,5.1
2023-09-08,Câmbio,2026,5.15
2023-09-08,Selic,2023,11.75
2023-09-08,Selic,2024,9.0
2023-09-08,Selic,2025,8.5
2023-09-08,Selic,2026,8.5
2023-09-08,IGP-M,2023,-3.54
2023-09-08,IGP-M,2024,4.0
2023-09-08,IGP-M,2025,4.0
2023-09-08,IGP-M,2026,4.0
2023-09-08,IPCA Administrados,2023,10.1
2023-09-08,IPCA Administrados,2024,4.28
2023-09-08,IPCA Administrados,2025,3.81
2023-09-08,IPCA Administrados,2026,3.5
2023-09-08,Conta Corrente,2023,-42.8
2023-09-08,Conta Corrente,2024,-50.0
2023-09-08,Conta Corrente,2025,-50.0
2023-09-08,Conta Corrente,2026,-50.0
2023-09-08,Balança Comercial,2023,70.1
2023-09-08,Balança Comercial,2024,60.0
2023-09-08,Balança Comercial,2025,59.8
2023-09-08,Balança Comercial,2026,59.0
2023-09-08,Investimento Direto,2023,80.0
2023-09-08,Investimento Direto,2024,80.0
2023-09-08,Investimento Direto,2025,81.8
2023-09-08,Investimento Direto,2026,80.0
2023-09-08,Dívida Líquida,2023,60.4
2023-09-08,Dívida Líquida,2024,63.9
2023-09-08,Dívida Líquida,2025,66.0
2023-09-08,Dívida Líquida,2026,68.0
2023-09-08,Resultado Primário,2023,-1.0
2023-09-08,Resultado Primário,2024,-0.71
2023-09-08,Resultado Primário,2025,-0.5
2023-09-08,Resultado Primário,2026,-0.3
2023-09-08,Resultado Nominal,2023,-7.4
2023-09-08,Resultado Nominal,2024,-6.8
2023-09-08,Resultado Nominal,2025,-6.1
2023-09-08,Resultado Nominal,2026,-5.77
2023-09-15,IPCA,2023,4.86
2023-09-15,IPCA,2024,3.86
2023-09-15,IPCA,2025,3.5
2023-09-15,IPCA,2026,3.5
2023-09-15,PIB,2023,2.89
2023-09-15,PIB,2024,1.5
2023-09-15,PIB,2025,1.95
2023-09-15,PIB,2026,2.0
2023-09-15,Câmbio,2023,4.95
2023-09-15,Câmbio,2024,5.0
2023-09-15,Câmbio,2025,5.1
2023-09-15,Câmbio,2026,5.18
2023-09-15,Selic,2023,11.75
2023-09-15,Selic,2024,9.0
2023-09-15,Selic,2025,8.5
2023-09-15,Selic,2026,8.5
2023-09-15,IGP-M,2023,-3.75
2023-09-15,IGP-M,2024,3.99
2023-09-15,IGP-M,2025,4.0
2023-09-15,IGP-M,2026,4.0
2023-09-15,IPCA Administrados,2023,10.2
2023-09-15,IPCA Administrados,2024,4.27
2023-09-15,IPCA Administrados,2025,3.93
2023-09-15,IPCA Administrados,2026,3.5
2023-09-15,Conta Corrente,2023,-43.4
2023-09-15,Conta Corrente,2024,-50.0
2023-09-15,Conta Corrente,2025,-50.1
2023-09-15,Conta Corrente,2026,-51.0
2023-09-15,Balança Comercial,2023,70.4
2023-09-15,Balança Comercial,2024,60.0
2023-09-15,Balança Comercial,2025,60.0
2023-09-15,Balança Comercial,2026,59.5
2023-09-15,Investimento Direto,2023,80.0
2023-09-15,Investimento Direto,2024,80.0
2023-09-15,Investimento Direto,2025,81.8
2023-09-15,Investimento Direto,2026,80.0
2023-09-15,Dívida Líquida,2023,60.5
2023-09-15,Dívida Líquida,2024,63.8
2023-09-15,Dívida Líquida,2025,65.6
2023-09-15,Dívida Líquida,2026,67.7
2023-09-15,Resultado Primário,2023,-1.0
2023-09-15,Resultado Primário,2024,-0.73
2023-09-15,Resultado Primário,2025,-0.55
2023-09-15,Resultado Primário,2026,-0.35
2023-09-15,Resultado Nominal,2023,-7.4
2023-09-15,Resultado Nominal,2024,-6.57
2023-09-15,Resultado Nominal,2025,-5.8
2023-09-15,Resultado Nominal,2026,-5.59
2023-09-22,IPCA,2023,4.86
2023-09-22,IPCA,2024,3.86
2023-09-22,IPCA,2025,3.5
2023-09-22,IPCA,2026,3.5
2023-09-22,PIB,2023,2.92
2023-09-22,PIB,2024,1.5
2023-09-22,PIB,2025,1.9
2023-09-22,PIB,2026,2.0
2023-09-22,Câmbio,2023,4.95
2023-09-22,Câmbio,2024,5.0
2023-09-22,Câmbio,2025,5.1
2023-09-22,Câmbio,2026,5.19
2023-09-22,Selic,2023,11.75
2023-09-22,Selic,2024,9.0
2023-09-22,Selic,2025,8.5
2023-09-22,Selic,2026,8.5
2023-09-22,IGP-M,2023,-3.75
2023-09-22,IGP-M,2024,3.96
2023-09-22,IGP-M,2025,3.93
2023-09-22,IGP-M,2026,4.0
2023-09-22,IPCA Administrados,2023,10.22
2023-09-22,IPCA Administrados,2024,4.34
2023-09-22,IPCA Administrados,2025,3.94
2023-09-22,IPCA Administrados,2026,3.5
2023-09-22,Conta Corrente,2023,-43.3
2023-09-22,Conta Corrente,2024,-51.3
2023-09-22,Conta Corrente,2025,-50.2
2023-09-22,Conta Corrente,2026,-53.0
2023-09-22,Balança Comercial,2023,73.0
2023-09-22,Balança Comercial,2024,60.95
2023-09-22,Balança Comercial,2025,60.0
2023-09-22,Balança Comercial,2026,60.0
2023-09-22,Investimento Direto,2023,80.0
2023-09-22,Investimento Direto,2024,80.0
2023-09-22,Investimento Direto,2025,81.8
2023-09-22,Investimento Direto,2026,80.0
2023-09-22,Dívida Líquida,2023,60.4
2023-09-22,Dívida Líquida,2024,63.8
2023-09-22,Dívida Líquida,2025,65.5
2023-09-22,Dívida Líquida,2026,67.0
2023-09-22,Resultado Primário,2023,-1.0
2023-09-22,Resultado Primário,2024,-0.8
2023-09-22,Resultado Primário,2025,-0.55
2023-09-22,Resultado Primário,2026,-0.35
2023-09-22,Resultado Nominal,2023,-7.4
2023-09-22,Resultado Nominal,2024,-6.59
2023-09-22,Resultado Nominal,2025,-5.9
2023-09-22,Resultado Nominal,2026,-5.5
2023-09-29,IPCA,2023,4.86
2023-09-29,IPCA,2024,3.87
2023-09-29,IPCA,2025,3.5
2023-09-29,IPCA,2026,3.5
2023-09-29,PIB,2023,2.92
2023-09-29,PIB,2024,1.5
2023-09-29,PIB,2025,1.9
2023-09-29,PIB,2026,2.0
2023-09-29,Câmbio,2023,4.95
2023-09-29,Câmbio,2024,5.02
2023-09-29,Câmbio,2025,5.1
2023-09-29,Câmbio,2026,5.2
2023-09-29,Selic,2023,11.75
2023-09-29,Selic,2024,9.0
2023-09-29,Selic,2025,8.5
2023-09-29,Selic,2026,8.5
2023-09-29,IGP-M,2023,-3.69
2023-09-29,IGP-M,2024,3.96
2023-09-29,IGP-M,2025,3.87
2023-09-29,IGP-M,2026,4.0
2023-09-29,IPCA Administrados,2023,10.23
2023-09-29,IPCA Administrados,2024,4.31
2023-09-29,IPCA Administrados,2025,3.94
2023-09-29,IPCA Administrados,2026,3.5
2023-09-29,Conta Corrente,2023,-43.3
2023-09-29,Conta Corrente,2024,-51.35
2023-09-29,Conta Corrente,2025,-50.2
2023-09-29,Conta Corrente,2026,-53.0
2023-09-29,Balança Comercial,2023,72.1
2023-09-29,Balança Comercial,2024,60.95
2023-09-29,Balança Comercial,2025,60.0
2023-09-29,Balança Comercial,2026,60.0
2023-09-29,Investimento Direto,2023,80.0
2023-09-29,Investimento Direto,2024,80.0
2023-09-29,Investimento Direto,2025,83.4
2023-09-29,Investimento Direto,2026,80.0
2023-09-29,Dívida Líquida,2023,60.5
2023-09-29,Dívida Líquida,2024,63.9
2023-09-29,Dívida Líquida,2025,65.5
2023-09-29,Dívida Líquida,2026,66.9
2023-09-29,Resultado Primário,2023,-1.1
2023-09-29,Resultado Primário,2024,-0.75
2023-09-29,Resultado Primário,2025,-0.6
2023-09-29,Resultado Primário,2026,-0.4
2023-09-29,Resultado Nominal,2023,-7.4
2023-09-29,Resultado Nominal,2024,-6.57
2023-09-29,Resultado Nominal,2025,-6.1
2023-09-29,Resultado Nominal,2026,-5.65
2023-10-06,IPCA,2023,4.86
2023-10-06,IPCA,2024,3.88
2023-10-06,IPCA,2025,3.5
2023-10-06,IPCA,2026,3.5
2023-10-06,PIB,2023,2.92
2023-10-06,PIB,2024,1.5
2023-10-06,PIB,2025,1.9
2023-10-06,PIB,2026,2.0
2023-10-06,Câmbio,2023,5.0
2023-10-06,Câmbio,2024,5.02
2023-10-06,Câmbio,2025,5.1
2023-10-06,Câmbio,2026,5.2
2023-10-06,Selic,2023,11.75
2023-10-06,Selic,2024,9.0
2023-10-06,Selic,2025,8.5
2023-10-06,Selic,2026,8.5
2023-10-06,IGP-M,2023,-3.69
2023-10-06,IGP-M,2024,3.96
2023-10-06,IGP-M,2025,3.89
2023-10-06,IGP-M,2026,4.0
2023-10-06,IPCA Administrados,2023,10.2
2023-10-06,IPCA Administrados,2024,4.31
2023-10-06,IPCA Administrados,2025,3.94
2023-10-06,IPCA Administrados,2026,3.5
2023-10-06,Conta Corrente,2023,-42.65
2023-10-06,Conta Corrente,2024,-51.7
2023-10-06,Conta Corrente,2025,-50.2
2023-10-06,Conta Corrente,2026,-53.0
2023-10-06,Balança Comercial,2023,72.9
2023-10-06,Balança Comercial,2024,60.6
2023-10-06,Balança Comercial,2025,60.0
2023-10-06,Balança Comercial,2026,60.0
2023-10-06,Investimento Direto,2023,80.0
2023-10-06,Investimento Direto,2024,80.0
2023-10-06,Investimento Direto,2025,83.4
2023-10-06,Investimento Direto,2026,80.0
2023-10-06,Dívida Líquida,2023,60.5
2023-10-06,Dívida Líquida,2024,63.9
2023-10-06,Dívida Líquida,2025,65.5
2023-10-06,Dívida Líquida,2026,66.9
2023-10-06,Resultado Primário,2023,-1.1
2023-10-06,Resultado Primário,2024,-0.83
2023-10-06,Resultado Primário,2025,-0.6
2023-10-06,Resultado Primário,2026,-0.4
2023-10-06,Resultado Nominal,2023,-7.4
2023-10-06,Resultado Nominal,2024,-6.59
2023-10-06,Resultado Nominal,2025,-6.1
2023-10-06,Resultado Nominal,2026,-5.76
2023-10-13,IPCA,2023,4.75
2023-10-13,IPCA,2024,3.88
2023-10-13,IPCA,2025,3.5
2023-10-13,IPCA,2026,3.5
2023-10-13,PIB,2023,2.92
2023-10-13,PIB,2024,1.5
2023-10-13,PIB,2025,1.9
2023-10-13,PIB,2026,2.0
2023-10-13,Câmbio,2023,5.0
2023-10-13,Câmbio,2024,5.05
2023-10-13,Câmbio,2025,5.1
2023-10-13,Câmbio,2026,5.2
2023-10-13,Selic,2023,11.75
2023-10-13,Selic,2024,9.0
2023-10-13,Selic,2025,8.5
2023-10-13,Selic,2026,8.5
2023-10-13,IGP-M,2023,-3.69
2023-10-13,IGP-M,2024,3.96
2023-10-13,IGP-M,2025,3.97
2023-10-13,IGP-M,2026,4.0
2023-10-13,IPCA Administrados,2023,10.1
2023-10-13,IPCA Administrados,2024,4.31
2023-10-13,IPCA Administrados,2025,3.94
2023-10-13,IPCA Administrados,2026,3.5
2023-10-13,Conta Corrente,2023,-40.4
2023-10-13,Conta Corrente,2024,-51.0
2023-10-13,Conta Corrente,2025,-50.1
2023-10-13,Conta Corrente,2026,-51.0
2023-10-13,Balança Comercial,2023,73.7
2023-10-13,Balança Comercial,2024,60.35
2023-10-13,Balança Comercial,2025,60.0
2023-10-13,Balança Comercial,2026,59.5
2023-10-13,Investimento Direto,2023,80.0
2023-10-13,Investimento Direto,2024,80.0
2023-10-13,Investimento Direto,2025,81.7
2023-10-13,Investimento Direto,2026,80.0
2023-10-13,Dívida Líquida,2023,61.0
2023-10-13,Dívida Líquida,2024,64.05
2023-10-13,Dívida Líquida,2025,65.85
2023-10-13,Dívida Líquida,2026,67.4
2023-10-13,Resultado Primário,2023,-1.1
2023-10-13,Resultado Primário,2024,-0.83
2023-10-13,Resultado Primário,2025,-0.6
2023-10-13,Resultado Primário,2026,-0.5
2023-10-13,Resultado Nominal,2023,-7.5
2023-10-13,Resultado Nominal,2024,-6.75
2023-10-13,Resultado Nominal,2025,-6.2
2023-10-13,Resultado Nominal,2026,-6.0
2023-10-20,IPCA,2023,4.65
2023-10-20,IPCA,2024,3.87
2023-10-20,IPCA,2025,3.5
2023-10-20,IPCA,2026,3.5
2023-10-20,PIB,2023,2.9
2023-10-20,PIB,2024,1.5
2023-10-20,PIB,2025,1.9
2023-10-20,PIB,2026,2.0
2023-10-20,Câmbio,2023,5.0
2023-10-20,Câmbio,2024,5.05
2023-10-20,Câmbio,2025,5.1
2023-10-20,Câmbio,2026,5.19
2023-10-20,Selic,2023,11.75
2023-10-20,Selic,2024,9.0
2023-10-20,Selic,2025,8.5
2023-10-20,Selic,2026,8.5
2023-10-20,IGP-M,2023,-3.56
2023-10-20,IGP-M,2024,4.0
2023-10-20,IGP-M,2025,4.0
2023-10-20,IGP-M,2026,4.0
2023-10-20,IPCA Administrados,2023,9.68
2023-10-20,IPCA Administrados,2024,4.2
2023-10-20,IPCA Administrados,2025,3.97
2023-10-20,IPCA Administrados,2026,3.5
2023-10-20,Conta Corrente,2023,-39.7
2023-10-20,Conta Corrente,2024,-51.0
2023-10-20,Conta Corrente,2025,-51.6
2023-10-20,Conta Corrente,2026,-52.55
2023-10-20,Balança Comercial,2023,74.35
2023-10-20,Balança Comercial,2024,61.8
2023-10-20,Balança Comercial,2025,58.3
2023-10-20,Balança Comercial,2026,59.5
2023-10-20,Investimento Direto,2023,79.4
2023-10-20,Investimento Direto,2024,80.0
2023-10-20,Investimento Direto,2025,81.6
2023-10-20,Investimento Direto,2026,80.0
2023-10-20,Dívida Líquida,2023,60.6
2023-10-20,Dívida Líquida,2024,63.9
2023-10-20,Dívida Líquida,2025,65.85
2023-10-20,Dívida Líquida,2026,67.4
2023-10-20,Resultado Primário,2023,-1.1
2023-10-20,Resultado Primário,2024,-0.75
2023-10-20,Resultado Primário,2025,-0.55
2023-10-20,Resultado Primário,2026,-0.4
2023-10-20,Resultado Nominal,2023,-7.5
2023-10-20,Resultado Nominal,2024,-6.8
2023-10-20,Resultado Nominal,2025,-6.2
2023-10-20,Resultado Nominal,2026,-5.85
2023-10-27,IPCA,2023,4.63
2023-10-27,IPCA,2024,3.9
2023-10-27,IPCA,2025,3.5
2023-10-27,IPCA,2026,3.5
2023-10-27,PIB,2023,2.89
2023-10-27,PIB,2024,1.5
2023-10-27,PIB,2025,1.9
2023-10-27,PIB,2026,2.0
2023-10-27,Câmbio,2023,5.0
2023-10-27,Câmbio,2024,5.05
2023-10-27,Câmbio,2025,5.1
2023-10-27,Câmbio,2026,5.2
2023-10-27,Selic,2023,11.75
2023-10-27,Selic,2024,9.25
2023-10-27,Selic,2025,8.75
2023-10-27,Selic,2026,8.5
2023-10-27,IGP-M,2023,-3.51
2023-10-27,IGP-M,2024,4.0
2023-10-27,IGP-M,2025,4.0
2023-10-27,IGP-M,2026,4.0
2023-10-27,IPCA Administrados,2023,9.61
2023-10-27,IPCA Administrados,2024,4.47
2023-10-27,IPCA Administrados,2025,3.96
2023-10-27,IPCA Administrados,2026,3.5
2023-10-27,Conta Corrente,2023,-38.3
2023-10-27,Conta Corrente,2024,-47.8
2023-10-27,Conta Corrente,2025,-50.2
2023-10-27,Conta Corrente,2026,-51.7
2023-10-27,Balança Comercial,2023,74.95
2023-10-27,Balança Comercial,2024,60.6
2023-10-27,Balança Comercial,2025,60.0
2023-10-27,Balança Comercial,2026,60.0
2023-10-27,Investimento Direto,2023,72.0
2023-10-27,Investimento Direto,2024,80.0
2023-10-27,Investimento Direto,2025,80.8
2023-10-27,Investimento Direto,2026,80.0
2023-10-27,Dívida Líquida,2023,60.6
2023-10-27,Dívida Líquida,2024,63.68
2023-10-27,Dívida Líquida,2025,65.7
2023-10-27,Dívida Líquida,2026,67.45
2023-10-27,Resultado Primário,2023,-1.1
2023-10-27,Resultado Primário,2024,-0.78
2023-10-27,Resultado Primário,2025,-0.55
2023-10-27,Resultado Primário,2026,-0.45
2023-10-27,Resultado Nominal,2023,-7.5
2023-10-27,Resultado Nominal,2024,-6.82
2023-10-27,Resultado Nominal,2025,-6.28
2023-10-27,Resultado Nominal,2026,-5.85
2023-11-03,IPCA,2023,4.63
2023-11-03,IPCA,2024,3.91
2023-11-03,IPCA,2025,3.5
2023-11-03,IPCA,2026,3.5
2023-11-03,PIB,2023,2.89
2023-11-03,PIB,2024,1.5
2023-11-03,PIB,2025,1.9
2023-11-03,PIB,2026,2.0
2023-11-03,Câmbio,2023,5.0
2023-11-03,Câmbio,2024,5.05
2023-11-03,Câmbio,2025,5.1
2023-11-03,Câmbio,2026,5.2
2023-11-03,Selic,2023,11.75
2023-11-03,Selic,2024,9.25
2023-11-03,Selic,2025,8.75
2023-11-03,Selic,2026,8.5
2023-11-03,IGP-M,2023,-3.55
2023-11-03,IGP-M,2024,4.0
2023-11-03,IGP-M,2025,4.0
2023-11-03,IGP-M,2026,4.0
2023-11-03,IPCA Administrados,2023,9.59
2023-11-03,IPCA Administrados,2024,4.47
2023-11-03,IPCA Administrados,2025,3.96
2023-11-03,IPCA Administrados,2026,3.5
2023-11-03,Conta Corrente,2023,-38.25
2023-11-03,Conta Corrente,2024,-47.8
2023-11-03,Conta Corrente,2025,-50.1
2023-11-03,Conta Corrente,2026,-50.85
2023-11-03,Balança Comercial,2023,75.3
2023-11-03,Balança Comercial,2024,62.25
2023-11-03,Balança Comercial,2025,60.0
2023-11-03,Balança Comercial,2026,60.0
2023-11-03,Investimento Direto,2023,70.0
2023-11-03,Investimento Direto,2024,74.62
2023-11-03,Investimento Direto,2025,80.0
2023-11-03,Investimento Direto,2026,80.0
2023-11-03,Dívida Líquida,2023,60.61
2023-11-03,Dívida Líquida,2024,63.65
2023-11-03,Dívida Líquida,2025,65.9
2023-11-03,Dívida Líquida,2026,67.8
2023-11-03,Resultado Primário,2023,-1.1
2023-11-03,Resultado Primário,2024,-0.8
2023-11-03,Resultado Primário,2025,-0.6
2023-11-03,Resultado Primário,2026,-0.45
2023-11-03,Resultado Nominal,2023,-7.51
2023-11-03,Resultado Nominal,2024,-6.8
2023-11-03,Resultado Nominal,2025,-6.2
2023-11-03,Resultado Nominal,2026,-5.9
2023-11-10,IPCA,2023,4.59
2023-11-10,IPCA,2024,3.92
2023-11-10,IPCA,2025,3.5
2023-11-10,IPCA,2026,3.5
2023-11-10,PIB,2023,2.89
2023-11-10,PIB,2024,1.5
2023-11-10,PIB,2025,1.93
2023-11-10,PIB,2026,2.0
2023-11-10,Câmbio,2023,5.0
2023-11-10,Câmbio,2024,5.08
2023-11-10,Câmbio,2025,5.11
2023-11-10,Câmbio,2026,5.2
2023-11-10,Selic,2023,11.75
2023-11-10,Selic,2024,9.25
2023-11-10,Selic,2025,8.75
2023-11-10,Selic,2026,8.5
2023-11-10,IGP-M,2023,-3.55
2023-11-10,IGP-M,2024,4.03
2023-11-10,IGP-M,2025,4.0
2023-11-10,IGP-M,2026,4.0
2023-11-10,IPCA Administrados,2023,9.38
2023-11-10,IPCA Administrados,2024,4.46
2023-11-10,IPCA Administrados,2025,3.96
2023-11-10,IPCA Administrados,2026,3.5
2023-11-10,Conta Corrente,2023,-38.0
2023-11-10,Conta Corrente,2024,-46.5
2023-11-10,Conta Corrente,2025,-50.2
2023-11-10,Conta Corrente,2026,-50.7
2023-11-10,Balança Comercial,2023,76.0
2023-11-10,Balança Comercial,2024,62.7
2023-11-10,Balança Comercial,2025,60.0
2023-11-10,Balança Comercial,2026,60.0
2023-11-10,Investimento Direto,2023,69.0
2023-11-10,Investimento Direto,2024,73.0
2023-11-10,Investimento Direto,2025,80.0
2023-11-10,Investimento Direto,2026,80.0
2023-11-10,Dívida Líquida,2023,60.7
2023-11-10,Dívida Líquida,2024,63.65
2023-11-10,Dívida Líquida,2025,65.9
2023-11-10,Dívida Líquida,2026,67.65
2023-11-10,Resultado Primário,2023,-1.1
2023-11-10,Resultado Primário,2024,-0.8
2023-11-10,Resultado Primário,2025,-0.6
2023-11-10,Resultado Primário,2026,-0.4
2023-11-10,Resultado Nominal,2023,-7.52
2023-11-10,Resultado Nominal,2024,-6.8
2023-11-10,Resultado Nominal,2025,-6.2
2023-11-10,Resultado Nominal,2026,-5.9
2023-11-17,IPCA,2023,4.55
2023-11-17,IPCA,2024,3.91
2023-11-17,IPCA,2025,3.5
2023-11-17,IPCA,2026,3.5
2023-11-17,PIB,2023,2.85
2023-11-17,PIB,2024,1.5
2023-11-17,PIB,2025,1.93
2023-11-17,PIB,2026,2.0
2023-11-17,Câmbio,2023,5.0
2023-11-17,Câmbio,2024,5.05
2023-11-17,Câmbio,2025,5.1
2023-11-17,Câmbio,2026,5.18
2023-11-17,Selic,2023,11.75
2023-11-17,Selic,2024,9.25
2023-11-17,Selic,2025,8.75
2023-11-17,Selic,2026,8.5
2023-11-17,IGP-M,2023,-3.55
2023-11-17,IGP-M,2024,4.07
2023-11-17,IGP-M,2025,4.0
2023-11-17,IGP-M,2026,4.0
2023-11-17,IPCA Administrados,2023,9.18
2023-11-17,IPCA Administrados,2024,4.43
2023-11-17,IPCA Administrados,2025,3.99
2023-11-17,IPCA Administrados,2026,3.5
2023-11-17,Conta Corrente,2023,-37.2
2023-11-17,Conta Corrente,2024,-44.66
2023-11-17,Conta Corrente,2025,-49.13
2023-11-17,Conta Corrente,2026,-49.6
2023-11-17,Balança Comercial,2023,77.0
2023-11-17,Balança Comercial,2024,63.65
2023-11-17,Balança Comercial,2025,63.9
2023-11-17,Balança Comercial,2026,60.6
2023-11-17,Investimento Direto,2023,64.71
2023-11-17,Investimento Direto,2024,70.0
2023-11-17,Investimento Direto,2025,80.0
2023-11-17,Investimento Direto,2026,80.0
2023-11-17,Dívida Líquida,2023,60.83
2023-11-17,Dívida Líquida,2024,63.88
2023-11-17,Dívida Líquida,2025,65.95
2023-11-17,Dívida Líquida,2026,67.75
2023-11-17,Resultado Primário,2023,-1.1
2023-11-17,Resultado Primário,2024,-0.8
2023-11-17,Resultado Primário,2025,-0.6
2023-11-17,Resultado Primário,2026,-0.45
2023-11-17,Resultado Nominal,2023,-7.6
2023-11-17,Resultado Nominal,2024,-6.81
2023-11-17,Resultado Nominal,2025,-6.25
2023-11-17,Resultado Nominal,2026,-5.9
2023-11-24,IPCA,2023,4.53
2023-11-24,IPCA,2024,3.91
2023-11-24,IPCA,2025,3.5
2023-11-24,IPCA,2026,3.5
2023-11-24,PIB,2023,2.84
2023-11-24,PIB,2024,1.5
2023-11-24,PIB,2025,1.93
2023-11-24,PIB,2026,2.0
2023-11-24,Câmbio,2023,5.0
2023-11-24,Câmbio,2024,5.05
2023-11-24,Câmbio,2025,5.1
2023-11-24,Câmbio,2026,5.18
2023-11-24,Selic,2023,11.75
2023-11-24,Selic,2024,9.25
2023-11-24,Selic,2025,8.75
2023-11-24,Selic,2026,8.5
2023-11-24,IGP-M,2023,-3.54
2023-11-24,IGP-M,2024,4.09
2023-11-24,IGP-M,2025,4.0
2023-11-24,IGP-M,2026,4.0
2023-11-24,IPCA Administrados,2023,9.16
2023-11-24,IPCA Administrados,2024,4.42
2023-11-24,IPCA Administrados,2025,3.96
2023-11-24,IPCA Administrados,2026,3.5
2023-11-24,Conta Corrente,2023,-36.02
2023-11-24,Conta Corrente,2024,-44.66
2023-11-24,Conta Corrente,2025,-48.37
2023-11-24,Conta Corrente,2026,-49.0
2023-11-24,Balança Comercial,2023,83.05
2023-11-24,Balança Comercial,2024,69.0
2023-11-24,Balança Comercial,2025,65.0
2023-11-24,Balança Comercial,2026,60.59
2023-11-24,Investimento Direto,2023,62.6
2023-11-24,Investimento Direto,2024,70.0
2023-11-24,Investimento Direto,2025,78.4
2023-11-24,Investimento Direto,2026,80.0
2023-11-24,Dívida Líquida,2023,61.0
2023-11-24,Dívida Líquida,2024,63.9
2023-11-24,Dívida Líquida,2025,66.1
2023-11-24,Dívida Líquida,2026,67.75
2023-11-24,Resultado Primário,2023,-1.1
2023-11-24,Resultado Primário,2024,-0.8
2023-11-24,Resultado Primário,2025,-0.6
2023-11-24,Resultado Primário,2026,-0.5
2023-11-24,Resultado Nominal,2023,-7.6
